resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement
r001677,"education: bachelor's in operations experience: 2 years skills: statistical analysis, demand forecasting, excel, erp systems, supply planning, data analysis, market research, graphic design","['statistical analysis', 'demand forecasting', 'excel', 'erp systems', 'supply planning', 'data analysis', 'market research', 'graphic design', 'adaptability', 'scrum', 'pandas']",demand planner,bachelor's in operations,operations & supply chain,"['demand forecasting', 'statistical analysis', 'erp systems', 'supply planning', 'data analysis', 'excel']",bachelor's in operations|bachelor's in analytics
r001678,"education: bachelor's in computer science experience: 1 years skills: react native, apache spark, sql, big data, python, scala, docker, distributed computing","['react native', 'apache spark', 'sql', 'big data', 'python', 'scala', 'docker', 'distributed computing', 'swift', 'cloudformation']",spark developer,bachelor's in computer science,data & analytics,"['apache spark', 'big data', 'python', 'scala', 'distributed computing', 'sql']",bachelor's in computer science
r001679,"education: grant writing certification experience: 2 years skills: security protocols, swift, problem solving, responsive design, grant writing, fundraising knowledge, organization, communication","['security protocols', 'swift', 'problem solving', 'responsive design', 'grant writing', 'fundraising knowledge', 'organization', 'communication', 'research']",grant writer,grant writing certification,non-profit & charity,"['grant writing', 'research', 'communication', 'organization', 'problem solving', 'fundraising knowledge']",bachelor's in writing|grant writing certification
r001680,"education: high school experience: 1 years skills: css, sales, communication, teamwork, product knowledge, problem solving, customer service, machine learning","['css', 'sales', 'communication', 'teamwork', 'product knowledge', 'problem solving', 'customer service', 'machine learning']",sales associate,high school,retail & hospitality,"['sales', 'customer service', 'product knowledge', 'communication', 'problem solving', 'teamwork']",high school
r001681,"education: bachelor's in business experience: 6 years skills: compliance, market research, documentation, risk management, auditing, kotlin, firewalls, regulations","['compliance', 'market research', 'documentation', 'risk management', 'auditing', 'kotlin', 'firewalls', 'regulations', 'communication', 'power bi']",compliance officer,bachelor's in business,technology,"['compliance', 'regulations', 'auditing', 'risk management', 'documentation', 'communication']",bachelor's in business|compliance certification
r001682,"education: digital media skills experience: 0 years skills: social media, creativity, communication, statistics, agile, video production, technical skills, content creation","['social media', 'creativity', 'communication', 'statistics', 'agile', 'video production', 'technical skills', 'content creation']",content creator,digital media skills,media production,"['content creation', 'social media', 'video production', 'creativity', 'communication', 'technical skills']",high school|digital media skills
r001683,"education: bachelor's in business experience: 3 years skills: adobe creative suite, executive support, organization, aws, leadership support, discretion, communication, php","['adobe creative suite', 'executive support', 'organization', 'aws', 'leadership support', 'discretion', 'communication', 'php', 'sql', 'problem solving']",executive assistant,bachelor's in business,administration,"['executive support', 'organization', 'communication', 'discretion', 'problem solving', 'leadership support']",bachelor's in business|administrative certification
r001684,"education: high school experience: 3 years skills: statistics, power bi, go, azure, project management, communication, customer service, management","['statistics', 'power bi', 'go', 'azure', 'project management', 'communication', 'customer service', 'management', 'fitness industry knowledge', 'leadership', 'sales']",fitness manager,high school,sports & recreation,"['fitness industry knowledge', 'management', 'customer service', 'sales', 'leadership', 'communication']",associate in fitness management|high school
r001685,"education: certification experience: 0 years skills: deep learning, technical skills, sales, audio engineering, equipment knowledge, problem solving, sound design, precision","['deep learning', 'technical skills', 'sales', 'audio engineering', 'equipment knowledge', 'problem solving', 'sound design', 'precision']",sound engineer,certification,entertainment & media,"['audio engineering', 'sound design', 'technical skills', 'equipment knowledge', 'problem solving', 'precision']",associate in audio engineering|certification
r001686,"education: bachelor's in business experience: 1 years skills: interviewing, ats systems, communication, job posting, recruitment, networking, tensorflow, adaptability","['interviewing', 'ats systems', 'communication', 'job posting', 'recruitment', 'networking', 'tensorflow', 'adaptability']",talent acquisition specialist,bachelor's in business,human resources,"['recruitment', 'networking', 'interviewing', 'job posting', 'ats systems', 'communication']",bachelor's in human resources|bachelor's in business
r001687,"education: leadership experience experience: 5 years skills: firewalls, office management, microservices, encryption, communication, administrative skills, go, leadership","['firewalls', 'office management', 'microservices', 'encryption', 'communication', 'administrative skills', 'go', 'leadership', 'organization', 'problem solving']",office manager,leadership experience,administration,"['office management', 'leadership', 'organization', 'communication', 'problem solving', 'administrative skills']",high school|leadership experience
r001688,"education: safety certification experience: 1 years skills: regulatory knowledge, problem solving, business development, leadership, kotlin, rust, safety management, communication","['regulatory knowledge', 'problem solving', 'business development', 'leadership', 'kotlin', 'rust', 'safety management', 'communication', 'security protocols', 'oracle', 'risk assessment']",safety engineer,safety certification,energy & utilities,"['safety management', 'risk assessment', 'regulatory knowledge', 'problem solving', 'communication', 'leadership']",bachelor's in safety engineering|safety certification
r001689,"education: high school experience: 2 years skills: teamwork, memory, rust, jupyter, p&l management, communication, customer service, microservices","['teamwork', 'memory', 'rust', 'jupyter', 'p&l management', 'communication', 'customer service', 'microservices', 'problem solving', 'oracle', 'organization']",server,high school,hospitality & food service,"['customer service', 'communication', 'memory', 'organization', 'problem solving', 'teamwork']",high school
r001690,"education: trade school experience: 2 years skills: technical skills, flutter, troubleshooting, equipment knowledge, python, safety, communication, diesel engines","['technical skills', 'flutter', 'troubleshooting', 'equipment knowledge', 'python', 'safety', 'communication', 'diesel engines', 'problem solving']",diesel mechanic,trade school,skilled trades,"['diesel engines', 'troubleshooting', 'technical skills', 'safety', 'problem solving', 'equipment knowledge']",trade school|diesel certification
r001691,"education: mba experience: 6 years skills: angular, teamwork, figma, budget management, brand strategy, strategic marketing, team management, redis","['angular', 'teamwork', 'figma', 'budget management', 'brand strategy', 'strategic marketing', 'team management', 'redis', 'analytics', 'critical thinking', 'leadership']",marketing director,business administration,marketing & sales,"['strategic marketing', 'leadership', 'budget management', 'brand strategy', 'analytics', 'team management']",master's in marketing|business administration
r001692,"education: apprenticeship experience: 2 years skills: technical knowledge, wireframing, web accessibility, css, safety, problem solving, code knowledge, plumbing systems","['technical knowledge', 'wireframing', 'web accessibility', 'css', 'safety', 'problem solving', 'code knowledge', 'plumbing systems', 'customer service']",plumber,apprenticeship,skilled trades,"['plumbing systems', 'safety', 'problem solving', 'technical knowledge', 'code knowledge', 'customer service']",trade school|apprenticeship
r001693,"education: bachelor's in computer science experience: 5 years skills: unreal engine, unity, game physics, confluence, c++, web design, statistics, c#","['unreal engine', 'unity', 'game physics', 'confluence', 'c++', 'web design', 'statistics', 'c#', 'business acumen', 'graphics programming']",game developer,bachelor's in computer science,technology,"['unity', 'unreal engine', 'c#', 'c++', 'game physics', 'graphics programming']",bachelor's in game development|bachelor's in computer science
r001694,"education: bachelor's in analytics experience: 5 years skills: pytorch, teamwork, statistical analysis, c++, supply planning, excel, user experience, ruby","['pytorch', 'teamwork', 'statistical analysis', 'c++', 'supply planning', 'excel', 'user experience', 'ruby', 'demand forecasting', 'data analysis', 'erp systems']",demand planner,bachelor's in analytics,operations & supply chain,"['demand forecasting', 'statistical analysis', 'erp systems', 'supply planning', 'data analysis', 'excel']",bachelor's in operations|bachelor's in analytics
r001695,"education: bachelor's in hr experience: 3 years skills: networking, recruitment, job posting, communication, app testing, ats systems, kotlin, interviewing","['networking', 'recruitment', 'job posting', 'communication', 'app testing', 'ats systems', 'kotlin', 'interviewing']",talent acquisition specialist,bachelor's in human resources,human resources,"['recruitment', 'networking', 'interviewing', 'job posting', 'ats systems', 'communication']",bachelor's in human resources|bachelor's in business
r001696,"education: bachelor's in computer science experience: 3 years skills: numpy, data structures, scalability, caching, redis, jupyter, ruby, security architecture","['numpy', 'data structures', 'scalability', 'caching', 'redis', 'jupyter', 'ruby', 'security architecture', 'performance optimization', 'pub/sub']",redis developer,bachelor's in computer science,technology,"['redis', 'caching', 'data structures', 'pub/sub', 'performance optimization', 'scalability']",bachelor's in computer science
r001697,"education: design certification experience: 2 years skills: design software, attention to detail, javascript, encryption, creativity, visual communication, branding, adobe creative suite","['design software', 'attention to detail', 'javascript', 'encryption', 'creativity', 'visual communication', 'branding', 'adobe creative suite']",graphic designer,design certification,creative & design,"['design software', 'creativity', 'visual communication', 'adobe creative suite', 'branding', 'attention to detail']",bachelor's in graphic design|design certification
r001698,"education: bachelor's in statistics experience: 4 years skills: sql, data management, statistical analysis, django, visualization, figma, problem solving, sas","['sql', 'data management', 'statistical analysis', 'django', 'visualization', 'figma', 'problem solving', 'sas']",sas programmer,bachelor's in statistics,data & analytics,"['sas', 'statistical analysis', 'data management', 'visualization', 'sql', 'problem solving']",bachelor's in statistics|sas certification
r001699,"education: bachelor's in it experience: 1 years skills: dashboard development, excel, dax, angular, data visualization, sql, power bi, network security","['dashboard development', 'excel', 'dax', 'angular', 'data visualization', 'sql', 'power bi', 'network security', 'cloudformation', 'jenkins', 'strategic planning']",power bi developer,bachelor's in information technology,data & analytics,"['power bi', 'data visualization', 'dax', 'sql', 'excel', 'dashboard development']",bachelor's in information technology
r001700,"education: bachelor's in literature experience: 2 years skills: storytelling, pandas, attention to detail, redis, research, aws, communication, writing","['storytelling', 'pandas', 'attention to detail', 'redis', 'research', 'aws', 'communication', 'writing', 'creativity', 'nosql', 'ci/cd']",writer,bachelor's in literature,entertainment & media,"['writing', 'storytelling', 'research', 'creativity', 'communication', 'attention to detail']",bachelor's in creative writing|bachelor's in literature
r001701,"education: bachelor's in writing experience: 0 years skills: grant writing, research, php, communication, organization, problem solving, sales, fundraising knowledge","['grant writing', 'research', 'php', 'communication', 'organization', 'problem solving', 'sales', 'fundraising knowledge']",grant writer,bachelor's in writing,non-profit & charity,"['grant writing', 'research', 'communication', 'organization', 'problem solving', 'fundraising knowledge']",bachelor's in writing|grant writing certification
r001702,"education: license experience: 2 years skills: precision, kotlin, technical skills, creativity, deep learning, swift, customer service, problem solving","['precision', 'kotlin', 'technical skills', 'creativity', 'deep learning', 'swift', 'customer service', 'problem solving', 'hair styling', 'communication']",hairstylist,license,beauty & wellness,"['hair styling', 'customer service', 'creativity', 'technical skills', 'communication', 'precision']",beauty school|license
r001703,"education: bachelor's in marketing experience: 5 years skills: business acumen, sem, email marketing, statistics, content strategy, aws, analytics, seo","['business acumen', 'sem', 'email marketing', 'statistics', 'content strategy', 'aws', 'analytics', 'seo', 'social media']",digital marketing manager,bachelor's in marketing,marketing & sales,"['seo', 'sem', 'social media', 'analytics', 'content strategy', 'email marketing']",bachelor's in marketing|digital marketing certification
r001704,"education: certification experience: 3 years skills: budget management, accuracy, deep learning, quality control, user experience, analysis, lab testing, attention to detail","['budget management', 'accuracy', 'deep learning', 'quality control', 'user experience', 'analysis', 'lab testing', 'attention to detail', 'equipment operation']",medical technologist,certification,healthcare,"['lab testing', 'quality control', 'analysis', 'attention to detail', 'equipment operation', 'accuracy']",bachelor's in medical technology|certification
r001705,"education: administrative certification experience: 3 years skills: communication, leadership, executive support, jupyter, leadership support, financial analysis, organization, web design","['communication', 'leadership', 'executive support', 'jupyter', 'leadership support', 'financial analysis', 'organization', 'web design', 'discretion', 'problem solving']",executive assistant,administrative certification,administration,"['executive support', 'organization', 'communication', 'discretion', 'problem solving', 'leadership support']",bachelor's in business|administrative certification
r001706,"education: crane certification experience: 3 years skills: safety, precision, crane operation, perl, problem solving, attention to detail, presentation skills, communication","['safety', 'precision', 'crane operation', 'perl', 'problem solving', 'attention to detail', 'presentation skills', 'communication', 'penetration testing', 'cassandra']",crane operator,crane certification,transportation,"['crane operation', 'safety', 'precision', 'problem solving', 'communication', 'attention to detail']",high school|crane certification
r001707,"education: master's in creative fields experience: 7 years skills: react native, adobe creative suite, team management, creative vision, strategic thinking, leadership, design knowledge, communication","['react native', 'adobe creative suite', 'team management', 'creative vision', 'strategic thinking', 'leadership', 'design knowledge', 'communication']",creative director,master's in creative fields,creative & design,"['creative vision', 'leadership', 'communication', 'design knowledge', 'strategic thinking', 'team management']",bachelor's in design|master's in creative fields
r001708,"education: bachelor's in nursing experience: 2 years skills: compassion, tableau, time management, medical knowledge, patient care, critical thinking, communication, attention to detail","['compassion', 'tableau', 'time management', 'medical knowledge', 'patient care', 'critical thinking', 'communication', 'attention to detail']",nurse,bachelor's in nursing,healthcare,"['patient care', 'medical knowledge', 'communication', 'critical thinking', 'compassion', 'attention to detail']",bachelor's in nursing|nursing license
r001709,"education: bachelor's in electronics engineering experience: 1 years skills: critical thinking, java, microcontrollers, real-time systems, c/c++, hardware, embedded linux, low-level programming","['critical thinking', 'java', 'microcontrollers', 'real-time systems', 'c/c++', 'hardware', 'embedded linux', 'low-level programming']",embedded systems engineer,bachelor's in electronics engineering,engineering & manufacturing,"['c/c++', 'embedded linux', 'hardware', 'microcontrollers', 'real-time systems', 'low-level programming']",bachelor's in electronics engineering|bachelor's in computer engineering
r001710,"education: agriculture program experience: 6 years skills: leadership, equipment, user experience, animal health, rust, dairy operations, ruby, aws","['leadership', 'equipment', 'user experience', 'animal health', 'rust', 'dairy operations', 'ruby', 'aws', 'problem solving', 'quality control']",dairy manager,agriculture program,agriculture,"['dairy operations', 'animal health', 'equipment', 'quality control', 'leadership', 'problem solving']",agriculture program
r001711,"education: bachelor's in electronics engineering experience: 4 years skills: problem solving, wireframing, circuit design, embedded systems, pcb design, time management, flutter, hardware design","['problem solving', 'wireframing', 'circuit design', 'embedded systems', 'pcb design', 'time management', 'flutter', 'hardware design', 'microcontrollers', 'cad', 'kanban']",electronics engineer,bachelor's in electronics engineering,engineering & manufacturing,"['circuit design', 'embedded systems', 'microcontrollers', 'cad', 'hardware design', 'pcb design']",bachelor's in electronics engineering
r001712,"education: it certification experience: 3 years skills: security, windows server, troubleshooting, business acumen, networking, active directory, cloudformation, linux","['security', 'windows server', 'troubleshooting', 'business acumen', 'networking', 'active directory', 'cloudformation', 'linux']",systems administrator,information technology certification,technology,"['windows server', 'linux', 'networking', 'security', 'active directory', 'troubleshooting']",bachelor's in information technology|information technology certification
r001713,"education: agriculture experience experience: 5 years skills: react, sql, farming, creativity, gcp, safety, equipment operation, sustainability","['react', 'sql', 'farming', 'creativity', 'gcp', 'safety', 'equipment operation', 'sustainability', 'business management', 'problem solving']",farmer,agriculture experience,agriculture,"['farming', 'equipment operation', 'problem solving', 'sustainability', 'business management', 'safety']",high school|agriculture experience
r001714,"education: bachelor's in it experience: 1 years skills: angular, sql, confluence, excel, dax, data visualization, dashboard development, technical writing","['angular', 'sql', 'confluence', 'excel', 'dax', 'data visualization', 'dashboard development', 'technical writing', 'strategic planning', 'power bi']",power bi developer,bachelor's in information technology,data & analytics,"['power bi', 'data visualization', 'dax', 'sql', 'excel', 'dashboard development']",bachelor's in information technology
r001715,"education: bachelor's in supply chain management experience: 5 years skills: supply chain strategy, vendor management, procurement, analytics, inventory management, forecasting, ruby, cassandra","['supply chain strategy', 'vendor management', 'procurement', 'analytics', 'inventory management', 'forecasting', 'ruby', 'cassandra']",supply chain manager,bachelor's in supply chain management,operations & supply chain,"['supply chain strategy', 'procurement', 'vendor management', 'forecasting', 'inventory management', 'analytics']",bachelor's in supply chain management|bachelor's in logistics
r001716,"education: bachelor's in sales experience: 5 years skills: team leadership, crm, communication, negotiation, sales strategy, web design, target setting, azure","['team leadership', 'crm', 'communication', 'negotiation', 'sales strategy', 'web design', 'target setting', 'azure']",sales manager,bachelor's in sales,marketing & sales,"['sales strategy', 'team leadership', 'crm', 'negotiation', 'target setting', 'communication']",bachelor's in business|bachelor's in sales
r001717,"education: bachelor's in environmental science experience: 3 years skills: p&l management, law enforcement, jira, aws, conservation, problem solving, go, mobile security","['p&l management', 'law enforcement', 'jira', 'aws', 'conservation', 'problem solving', 'go', 'mobile security', 'safety', 'environmental knowledge', 'communication']",conservation officer,bachelor's in environmental science,conservation,"['conservation', 'law enforcement', 'environmental knowledge', 'problem solving', 'communication', 'safety']",bachelor's in environmental science
r001718,"education: bachelor's in it experience: 2 years skills: oracle database, critical thinking, sql, backup recovery, database administration, security, performance tuning, responsive design","['oracle database', 'critical thinking', 'sql', 'backup recovery', 'database administration', 'security', 'performance tuning', 'responsive design']",oracle dba,bachelor's in information technology,technology,"['oracle database', 'sql', 'database administration', 'performance tuning', 'backup recovery', 'security']",bachelor's in information technology|oracle certification
r001719,"education: travel industry certification experience: 0 years skills: sales, computer skills, organization, travel knowledge, communication, documentation, prototyping, scikit-learn","['sales', 'computer skills', 'organization', 'travel knowledge', 'communication', 'documentation', 'prototyping', 'scikit-learn', 'business development', 'web design', 'customer service']",travel agent,travel industry certification,hospitality & tourism,"['travel knowledge', 'customer service', 'sales', 'computer skills', 'organization', 'communication']",high school|travel industry certification
r001720,"education: bachelor's in it experience: 2 years skills: sql, database optimization, backup recovery, security, linux, mongodb, penetration testing, gcp","['sql', 'database optimization', 'backup recovery', 'security', 'linux', 'mongodb', 'penetration testing', 'gcp']",database administrator,bachelor's in information technology,technology,"['sql', 'mongodb', 'database optimization', 'linux', 'backup recovery', 'security']",bachelor's in information technology|information technology certification
r001721,"education: bachelor's in business experience: 3 years skills: database design, market analysis, html, user research, leadership, communication, product strategy, data analysis","['database design', 'market analysis', 'html', 'user research', 'leadership', 'communication', 'product strategy', 'data analysis']",product manager,bachelor's in business,marketing & sales,"['product strategy', 'market analysis', 'user research', 'data analysis', 'leadership', 'communication']",bachelor's in business|master's in business
r001722,"education: web design certification experience: 2 years skills: creativity, html/css, web design, design tools, web accessibility, css, responsive design, confluence","['creativity', 'html/css', 'web design', 'design tools', 'web accessibility', 'css', 'responsive design', 'confluence', 'user experience']",web designer,web design certification,creative & design,"['web design', 'html/css', 'design tools', 'user experience', 'responsive design', 'creativity']",bachelor's in design|web design certification
r001723,"education: master's in instructional design experience: 3 years skills: ruby, creativity, course development, decision making, e-learning, android, assessment, ansible","['ruby', 'creativity', 'course development', 'decision making', 'e-learning', 'android', 'assessment', 'ansible', 'technology', 'adult learning', 'responsive design']",instructional designer,master's in instructional design,education & training,"['course development', 'adult learning', 'technology', 'e-learning', 'assessment', 'creativity']",bachelor's in education|master's in instructional design
r001724,"education: bachelor's in civil engineering experience: 5 years skills: building codes, structural analysis, html, kanban, problem solving, project management, technical design, cad","['building codes', 'structural analysis', 'html', 'kanban', 'problem solving', 'project management', 'technical design', 'cad', 'autocad']",civil engineer,bachelor's in civil engineering,engineering & manufacturing,"['cad', 'project management', 'structural analysis', 'building codes', 'autocad', 'technical design']",bachelor's in civil engineering
r001725,"education: high school experience: 0 years skills: customer service, communication, sales, point of sale, accuracy, penetration testing, cash handling, friendliness","['customer service', 'communication', 'sales', 'point of sale', 'accuracy', 'penetration testing', 'cash handling', 'friendliness']",cashier,high school,retail & hospitality,"['cash handling', 'customer service', 'point of sale', 'accuracy', 'communication', 'friendliness']",high school
r001726,"education: bachelor's in computer engineering experience: 2 years skills: hardware, embedded linux, microcontrollers, low-level programming, responsive design, real-time systems, ansible, c/c++","['hardware', 'embedded linux', 'microcontrollers', 'low-level programming', 'responsive design', 'real-time systems', 'ansible', 'c/c++']",embedded systems engineer,bachelor's in computer engineering,engineering & manufacturing,"['c/c++', 'embedded linux', 'hardware', 'microcontrollers', 'real-time systems', 'low-level programming']",bachelor's in electronics engineering|bachelor's in computer engineering
r001727,"education: bachelor's in it experience: 5 years skills: sql, looker, ruby, data visualization, analytics, dashboard development, lookml, kanban","['sql', 'looker', 'ruby', 'data visualization', 'analytics', 'dashboard development', 'lookml', 'kanban']",looker developer,bachelor's in information technology,data & analytics,"['looker', 'data visualization', 'lookml', 'sql', 'analytics', 'dashboard development']",bachelor's in information technology
r001728,"education: bachelor's in computer science experience: 4 years skills: firewalls, problem solving, event processing, apache kafka, distributed systems, figma, scalability, streaming","['firewalls', 'problem solving', 'event processing', 'apache kafka', 'distributed systems', 'figma', 'scalability', 'streaming', 'presentation skills']",kafka developer,bachelor's in computer science,technology,"['apache kafka', 'streaming', 'event processing', 'distributed systems', 'scalability', 'problem solving']",bachelor's in computer science
r001729,"education: high school experience: 2 years skills: regional knowledge, r, problem solving, enthusiasm, tensorflow, customer service, jira, deep learning","['regional knowledge', 'r', 'problem solving', 'enthusiasm', 'tensorflow', 'customer service', 'jira', 'deep learning', 'communication', 'azure', 'cultural sensitivity']",tour guide,high school,hospitality & tourism,"['communication', 'regional knowledge', 'customer service', 'cultural sensitivity', 'problem solving', 'enthusiasm']",high school|language skills
r001730,"education: bachelor's in computer science experience: 2 years skills: kanban, confluence, mongodb, api integration, javascript, network security, responsive design, redux","['kanban', 'confluence', 'mongodb', 'api integration', 'javascript', 'network security', 'responsive design', 'redux', 'react', 'css', 'html']",react developer,bachelor's in computer science,technology,"['javascript', 'react', 'css', 'html', 'redux', 'api integration']",bachelor's in computer science|bootcamp
r001731,"education: trade school experience: 3 years skills: technical knowledge, encryption, php, hvac systems, troubleshooting, ruby, problem solving, equipment","['technical knowledge', 'encryption', 'php', 'hvac systems', 'troubleshooting', 'ruby', 'problem solving', 'equipment', 'safety']",hvac technician,trade school,skilled trades,"['hvac systems', 'troubleshooting', 'safety', 'technical knowledge', 'equipment', 'problem solving']",trade school|hvac certification
r001732,"education: bachelor's in computer science experience: 3 years skills: apex, documentation, visualforce, crm, salesforce, css, problem solving, lightning","['apex', 'documentation', 'visualforce', 'crm', 'salesforce', 'css', 'problem solving', 'lightning', 'java', 'leadership']",salesforce developer,bachelor's in computer science,technology,"['salesforce', 'apex', 'visualforce', 'lightning', 'crm', 'problem solving']",bachelor's in computer science|salesforce certification
r001733,"education: bachelor's in journalism experience: 2 years skills: mongodb, management, organization, content editing, attention to detail, communication, time management, technical writing","['mongodb', 'management', 'organization', 'content editing', 'attention to detail', 'communication', 'time management', 'technical writing', 'writing']",editor,bachelor's in journalism,entertainment & media,"['content editing', 'writing', 'organization', 'attention to detail', 'communication', 'management']",bachelor's in english|bachelor's in journalism
r001734,"education: master's in food science experience: 2 years skills: adaptability, research, food science, mongodb, testing, sales, quality control, technical knowledge","['adaptability', 'research', 'food science', 'mongodb', 'testing', 'sales', 'quality control', 'technical knowledge', 'database design', 'problem solving']",food scientist,master's in food science,agriculture & food,"['food science', 'research', 'testing', 'quality control', 'problem solving', 'technical knowledge']",bachelor's in food science|master's in food science
r001735,"education: bachelor's in computer science experience: 0 years skills: serverless, bash, system administration, automation, cloudformation, shell scripting, graphic design, problem solving","['serverless', 'bash', 'system administration', 'automation', 'cloudformation', 'shell scripting', 'graphic design', 'problem solving', 'linux']",shell script developer,bachelor's in computer science,technology,"['shell scripting', 'linux', 'automation', 'bash', 'system administration', 'problem solving']",bachelor's in computer science
r001736,"education: trade school experience: 1 years skills: business development, problem solving, equipment knowledge, troubleshooting, technical skills, technical writing, mentoring, diesel engines","['business development', 'problem solving', 'equipment knowledge', 'troubleshooting', 'technical skills', 'technical writing', 'mentoring', 'diesel engines', 'sales', 'safety']",diesel mechanic,trade school,skilled trades,"['diesel engines', 'troubleshooting', 'technical skills', 'safety', 'problem solving', 'equipment knowledge']",trade school|diesel certification
r001737,"education: bachelor's in marketing experience: 1 years skills: jupyter, brand voice, graphic design, marketing, seo knowledge, research, writing, technical writing","['jupyter', 'brand voice', 'graphic design', 'marketing', 'seo knowledge', 'research', 'writing', 'technical writing', 'confluence', 'creativity']",copywriter,bachelor's in marketing,creative & design,"['writing', 'creativity', 'seo knowledge', 'marketing', 'brand voice', 'research']",bachelor's in english|bachelor's in marketing
r001738,"education: bachelor's in art experience: 6 years skills: typescript, team leadership, design principles, artistic direction, communication, visual communication, creativity, serverless","['typescript', 'team leadership', 'design principles', 'artistic direction', 'communication', 'visual communication', 'creativity', 'serverless']",art director,bachelor's in art,creative & design,"['artistic direction', 'visual communication', 'team leadership', 'design principles', 'communication', 'creativity']",bachelor's in art|bachelor's in design
r001739,"education: bachelor's in electronics engineering experience: 0 years skills: microcontrollers, cloudformation, pcb design, circuit design, security protocols, cad, hardware design, embedded systems","['microcontrollers', 'cloudformation', 'pcb design', 'circuit design', 'security protocols', 'cad', 'hardware design', 'embedded systems']",electronics engineer,bachelor's in electronics engineering,engineering & manufacturing,"['circuit design', 'embedded systems', 'microcontrollers', 'cad', 'hardware design', 'pcb design']",bachelor's in electronics engineering
r001740,"education: university experience: 4 years skills: training discipline, athletic ability, mental toughness, kanban, java, performance, node.js, redis","['training discipline', 'athletic ability', 'mental toughness', 'kanban', 'java', 'performance', 'node.js', 'redis', 'teamwork', 'fitness', 'documentation']",athlete,university,sports & athletics,"['athletic ability', 'training discipline', 'teamwork', 'mental toughness', 'performance', 'fitness']",high school|university
r001741,"education: bachelor's in computer science experience: 4 years skills: unreal engine, 3d graphics, c#, statistics, problem solving, ar/vr platforms, tensorflow, unity","['unreal engine', '3d graphics', 'c#', 'statistics', 'problem solving', 'ar/vr platforms', 'tensorflow', 'unity', 'scikit-learn']",ar/vr developer,bachelor's in computer science,technology,"['unity', 'unreal engine', 'c#', '3d graphics', 'ar/vr platforms', 'problem solving']",bachelor's in computer science|specialized training
r001742,"education: broadcasting experience: 1 years skills: documentation, communication, responsive design, research, angular, presentation, writing, on-camera skills","['documentation', 'communication', 'responsive design', 'research', 'angular', 'presentation', 'writing', 'on-camera skills', 'marketing', 'critical thinking', 'query optimization']",news anchor,broadcasting,media & entertainment,"['communication', 'presentation', 'writing', 'research', 'critical thinking', 'on-camera skills']",bachelor's in journalism|broadcasting
r001743,"education: bachelor's in finance experience: 2 years skills: excel, leadership, valuation, creativity, m&a, research, swift, business acumen","['excel', 'leadership', 'valuation', 'creativity', 'm&a', 'research', 'swift', 'business acumen', 'communication', 'financial modeling']",investment banking analyst,bachelor's in finance,finance & accounting,"['financial modeling', 'valuation', 'excel', 'research', 'communication', 'm&a']",master's in finance|bachelor's in finance
r001744,"education: master's in microbiology experience: 5 years skills: web accessibility, laboratory work, data analysis, presentation skills, precision, problem solving, microbiology, research","['web accessibility', 'laboratory work', 'data analysis', 'presentation skills', 'precision', 'problem solving', 'microbiology', 'research']",microbiologist,master's in microbiology,science & research,"['microbiology', 'laboratory work', 'research', 'data analysis', 'problem solving', 'precision']",master's in microbiology
r001745,"education: master's in it experience: 6 years skills: performance tuning, sql, wireframing, dimensional modeling, strategic planning, etl, network security, business acumen","['performance tuning', 'sql', 'wireframing', 'dimensional modeling', 'strategic planning', 'etl', 'network security', 'business acumen', 'user experience', 'data warehouse design']",data warehouse architect,master's in information technology,data & analytics,"['data warehouse design', 'etl', 'sql', 'dimensional modeling', 'performance tuning', 'strategic planning']",master's in information technology|data warehouse certification
r001746,"education: bachelor's in computer science experience: 5 years skills: statistics, networking, security, ci/cd, aws, gcp, system design, penetration testing","['statistics', 'networking', 'security', 'ci/cd', 'aws', 'gcp', 'system design', 'penetration testing', 'azure']",cloud architect,bachelor's in computer science,technology,"['aws', 'azure', 'gcp', 'system design', 'networking', 'security']",bachelor's in computer science|cloud certification
r001747,"education: high school experience: 1 years skills: awareness, responsibility, safety, negotiation, problem solving, javascript, machine learning, communication","['awareness', 'responsibility', 'safety', 'negotiation', 'problem solving', 'javascript', 'machine learning', 'communication', 'security', 'oracle']",security guard,high school,law enforcement,"['security', 'awareness', 'communication', 'problem solving', 'safety', 'responsibility']",high school|security training
r001748,"education: bachelor's in civil engineering experience: 3 years skills: rust, marketing, materials, mobile ui/ux, building codes, calculations, design, oracle","['rust', 'marketing', 'materials', 'mobile ui/ux', 'building codes', 'calculations', 'design', 'oracle', 'structural analysis', 'kotlin', 'cad']",structural engineer,bachelor's in civil engineering,engineering & manufacturing,"['structural analysis', 'cad', 'building codes', 'materials', 'calculations', 'design']",bachelor's in civil engineering
r001749,"education: military academy experience: 2 years skills: kubernetes, c++, discipline, business acumen, communication, strategic planning, problem solving, scrum","['kubernetes', 'c++', 'discipline', 'business acumen', 'communication', 'strategic planning', 'problem solving', 'scrum', 'safety', 'leadership']",military officer,military academy,law enforcement,"['leadership', 'strategic planning', 'safety', 'communication', 'problem solving', 'discipline']",military academy|bachelor's degree
