resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user
"education: bachelor's in computer science experience: 1 years skills: mobile ui/ux, html/css, mysql, power bi, laravel, php, api development, negotiation",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'communication', 'adaptability']","['critical thinking', 'communication']","['mysql', 'php']","['mysql', 'php']"
"education: bachelor's in computer science experience: 3 years skills: angular, git, problem solving, java, confluence, c++, python, software design",software engineer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'teamwork']","['problem solving', 'teamwork', 'adaptability']","['python', 'java']","['python', 'java']"
"education: bachelor's in computer science experience: 4 years skills: security protocols, android sdk, rust, rest api, market research, java, xml, firewalls",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'communication', 'adaptability']","['adaptability', 'critical thinking']","['rest api', 'java']","['rest api', 'java']"
"education: bootcamp experience: 0 years skills: javascript, compliance, redux, css, html, react, c++, ios",react developer,bootcamp,technology,bachelor's in computer science,"['communication', 'critical thinking']","['problem solving', 'adaptability', 'critical thinking']","['javascript', 'react']","['javascript', 'react']"
"education: it certification experience: 2 years skills: mongodb, gcp, sql, database optimization, adobe creative suite, database design, backup recovery, linux",database administrator,information technology certification,technology,bachelor's in information technology,"['communication', 'problem solving']","['problem solving', 'collaboration']","['sql', 'linux']","['sql', 'linux']"
"education: bachelor's in computer science experience: 1 years skills: graphql, xcode, objective-c, ios, rest api, mobile design, swift, scrum",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'collaboration']","['problem solving', 'teamwork', 'critical thinking', 'collaboration']",['rest api'],['rest api']
"education: bachelor's in computer science experience: 1 years skills: rest api, sql, scrum, microservices, spring boot, database design, jenkins, java",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'critical thinking']","['problem solving', 'teamwork', 'critical thinking']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: bachelor's in computer science experience: 1 years skills: api development, java, node.js, database design, python, decision making, go, sql",backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'communication']","['teamwork', 'adaptability', 'critical thinking']","['sql', 'python', 'node.js', 'java']","['sql', 'python', 'node.js', 'java']"
"education: bachelor's in computer science experience: 2 years skills: data warehousing, creativity, react native, hadoop, documentation, sql, etl, power bi",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'critical thinking', 'collaboration']","['teamwork', 'critical thinking', 'collaboration', 'communication']","['sql', 'python']","['sql', 'python']"
"education: bachelor's in it experience: 4 years skills: graphql, cisco, security, routing, tcp/ip, redis, networking, configuration",network engineer,bachelor's in information technology,technology,bachelor's in information technology,"['problem solving', 'teamwork', 'communication']","['problem solving', 'teamwork', 'communication']",['networking'],['networking']
"education: bachelor's in computer science experience: 0 years skills: api development, deep learning, laravel, adobe creative suite, mysql, html/css, symfony, php",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'adaptability', 'teamwork']","['problem solving', 'adaptability', 'collaboration', 'communication']","['mysql', 'php']","['mysql', 'php']"
"education: bachelor's in computer science experience: 3 years skills: c++, software design, java, deep learning, problem solving, python, git, firewalls",software engineer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'collaboration', 'communication']","['adaptability', 'critical thinking', 'communication']","['python', 'java']","['python', 'java']"
"education: bachelor's in computer science experience: 3 years skills: adobe creative suite, mysql, symfony, html/css, presentation skills, database design, api development, laravel",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'problem solving']","['problem solving', 'teamwork', 'collaboration']","['mysql', 'php']","['mysql', 'php']"
"education: bachelor's in engineering experience: 3 years skills: java, python, c++, seo, problem solving, git, software design, negotiation",software engineer,bachelor's in engineering,technology,bachelor's in computer science,"['collaboration', 'communication', 'adaptability']","['teamwork', 'communication']","['python', 'java']","['python', 'java']"
"education: bachelor's in computer science experience: 2 years skills: compliance, spark, etl, mongodb, hadoop, seo, python, sql",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'problem solving', 'collaboration']","['problem solving', 'teamwork', 'collaboration']","['sql', 'python', 'mysql']","['sql', 'python']"
"education: security certification experience: 4 years skills: jenkins, linux, decision making, compliance, security architecture, flutter, risk management, networking",security engineer,security certification,technology,bachelor's in computer science,"['teamwork', 'adaptability', 'critical thinking']","['problem solving', 'adaptability', 'collaboration']","['linux', 'networking']","['linux', 'networking']"
"education: bachelor's in computer science experience: 1 years skills: flutter, ui/ux design, responsive design, javascript, vue.js, react, css, redis",frontend developer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'teamwork']","['problem solving', 'teamwork']","['javascript', 'react']","['javascript', 'react']"
"education: bachelor's in computer science experience: 5 years skills: node.js, jira, database design, python, shell scripting, java, api development, agile",backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['teamwork', 'problem solving', 'communication']","['teamwork', 'communication']","['sql', 'python', 'node.js', 'java']","['sql', 'python', 'node.js', 'java']"
"education: bachelor's in computer science experience: 2 years skills: networking, oracle, risk management, linux, security architecture, compliance, encryption, flask",security engineer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'problem solving', 'communication']","['problem solving', 'adaptability', 'critical thinking']","['linux', 'networking']","['linux', 'networking']"
"education: master's in data science experience: 1 years skills: r, go, seo, python, tensorflow, statistics, docker, sql",data scientist,master's in data science,technology,bachelor's in mathematics,['data analysis'],['data analysis'],"['sql', 'python', 'docker', 'tensorflow']","['sql', 'python', 'tensorflow']"
"education: bachelor's in computer science experience: 4 years skills: react, javascript, database, git, mysql, mongodb, deep learning, tensorflow",full stack developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'teamwork', 'communication']","['teamwork', 'critical thinking', 'communication']","['mysql', 'javascript', 'tensorflow', 'node.js', 'react']","['javascript', 'node.js', 'react']"
"education: security certification experience: 5 years skills: risk analysis, security protocols, networking, azure, react native, firewalls, web accessibility, penetration testing",cybersecurity specialist,security certification,technology,bachelor's in cybersecurity,['risk analysis'],['risk analysis'],['networking'],['networking']
"education: security certification experience: 2 years skills: statistics, encryption, networking, presentation skills, risk management, communication, graphic design, compliance",security engineer,security certification,technology,bachelor's in computer science,"['collaboration', 'critical thinking']","['teamwork', 'adaptability', 'critical thinking', 'collaboration']","['linux', 'networking']","['linux', 'networking']"
"education: bachelor's in computer science experience: 1 years skills: javascript, git, database, jenkins, html/css, typescript, node.js, react",full stack developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'critical thinking', 'collaboration']","['critical thinking', 'collaboration', 'communication']","['javascript', 'node.js', 'react']","['javascript', 'node.js', 'react']"
"education: bachelor's in computer science experience: 5 years skills: database, git, android, mentoring, critical thinking, javascript, node.js, react",full stack developer,bachelor's in computer science,technology,bachelor's in computer science,"['teamwork', 'problem solving']","['problem solving', 'teamwork', 'collaboration']","['javascript', 'node.js', 'react']","['javascript', 'node.js', 'react']"
"education: master's in data science experience: 5 years skills: python, machine learning, tensorflow, c++, query optimization, data analysis, statistics, sql",data scientist,master's in data science,technology,bachelor's in mathematics,['data analysis'],['data analysis'],"['sql', 'python', 'tensorflow']","['sql', 'python', 'tensorflow']"
"education: bachelor's in it experience: 1 years skills: backup recovery, mongodb, graphql, security architecture, adaptability, sql, security, database optimization",database administrator,bachelor's in information technology,technology,bachelor's in information technology,"['adaptability', 'problem solving']","['teamwork', 'adaptability']","['sql', 'linux', 'docker']","['sql', 'linux']"
"education: bachelor's in computer science experience: 5 years skills: tableau, mobile design, objective-c, xcode, rest api, sql, adobe creative suite, ios sdk",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'teamwork']","['teamwork', 'adaptability', 'critical thinking']","['sql', 'rest api']",['rest api']
"education: bachelor's in computer science experience: 2 years skills: kotlin, android, sql, kanban, data analysis, maven, java, spring boot",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,['data analysis'],"['critical thinking', 'collaboration', 'data analysis']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: networking certification experience: 4 years skills: security, networking, sql, tcp/ip, configuration, routing, seo, cisco",network engineer,networking certification,technology,bachelor's in information technology,"['problem solving', 'adaptability', 'collaboration']","['adaptability', 'communication']","['sql', 'networking']",['networking']
"education: bachelor's in it experience: 1 years skills: database optimization, linux, security, cassandra, flutter, docker, backup recovery, sql",database administrator,bachelor's in information technology,technology,bachelor's in information technology,"['collaboration', 'communication']","['problem solving', 'adaptability', 'collaboration', 'communication']","['sql', 'linux', 'docker']","['sql', 'linux']"
"education: bachelor's in computer science experience: 3 years skills: compliance, security architecture, linux, redis, risk management, encryption, networking, business acumen",security engineer,bachelor's in computer science,technology,bachelor's in computer science,['business acumen'],"['business acumen', 'critical thinking']","['linux', 'networking']","['linux', 'networking']"
"education: security certification experience: 2 years skills: security protocols, penetration testing, creativity, risk analysis, ruby, firewalls, encryption, figma",cybersecurity specialist,security certification,technology,bachelor's in cybersecurity,['risk analysis'],['risk analysis'],['networking'],['networking']
"education: bachelor's in computer science experience: 2 years skills: spark, hadoop, pytorch, etl, python, sql, shell scripting, responsive design",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'teamwork', 'problem solving']","['critical thinking', 'communication']","['sql', 'python']","['sql', 'python']"
"education: qa certification experience: 1 years skills: sql, test automation, vue.js, manual testing, bug tracking, selenium, cloudformation, api testing",qa engineer,quality assurance certification,technology,bachelor's in information technology,"['critical thinking', 'collaboration']","['problem solving', 'critical thinking', 'collaboration']",['sql'],['sql']
"education: cloud certification experience: 4 years skills: system design, react, networking, jira, web accessibility, aws, gcp, security",cloud architect,cloud certification,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'communication']","['adaptability', 'critical thinking', 'communication']","['networking', 'react']",['networking']
"education: bachelor's in computer science experience: 3 years skills: software design, c++, git, decision making, machine learning, problem solving, python, java",software engineer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'problem solving', 'communication']","['problem solving', 'teamwork', 'adaptability', 'communication']","['python', 'java']","['python', 'java']"
"education: bachelor's in computer science experience: 1 years skills: kotlin, mobile design, microservices, java, marketing, rest api, android sdk, xml",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'teamwork', 'critical thinking']","['problem solving', 'critical thinking', 'communication']","['rest api', 'microservices', 'java']","['rest api', 'java']"
"education: cloud certification experience: 7 years skills: php, networking, azure, security, system design, gcp, statistics, aws",cloud architect,cloud certification,technology,bachelor's in computer science,"['teamwork', 'communication']","['problem solving', 'teamwork', 'critical thinking', 'communication']","['networking', 'php']",['networking']
"education: bachelor's in computer science experience: 2 years skills: maven, spring boot, java, graphql, sql, docker, rest api, responsive design",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'adaptability']","['problem solving', 'teamwork', 'critical thinking']","['sql', 'rest api', 'docker', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: bachelor's in computer science experience: 5 years skills: wireframing, spark, numpy, hadoop, etl, sql, python, leadership",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['teamwork', 'adaptability', 'critical thinking']","['problem solving', 'adaptability', 'collaboration']","['sql', 'python']","['sql', 'python']"
"education: bachelor's in computer science experience: 4 years skills: microservices, ios, r, jenkins, java, deep learning, docker, rest api",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'communication']","['teamwork', 'communication']","['sql', 'rest api', 'docker', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: security certification experience: 4 years skills: risk analysis, p&l management, firewalls, user interface, networking, security protocols, go, penetration testing",cybersecurity specialist,security certification,technology,bachelor's in cybersecurity,['risk analysis'],['risk analysis'],['networking'],['networking']
"education: bachelor's in computer science experience: 0 years skills: query optimization, node.js, html/css, symfony, gcp, mysql, java, microservices",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['teamwork', 'communication']","['problem solving', 'teamwork', 'adaptability', 'communication']","['mysql', 'node.js', 'php', 'microservices', 'java']","['mysql', 'php']"
"education: diploma in it experience: 1 years skills: java, docker, prototyping, database, kubernetes, javascript, react, git",full stack developer,diploma in information technology,technology,bachelor's in computer science,"['critical thinking', 'problem solving', 'communication']","['adaptability', 'collaboration', 'communication']","['docker', 'javascript', 'node.js', 'react', 'java']","['javascript', 'node.js', 'react']"
"education: bachelor's in it experience: 1 years skills: selenium, manual testing, sql, java, vue.js, test automation, encryption, rest api",qa engineer,bachelor's in information technology,technology,bachelor's in information technology,"['collaboration', 'adaptability']","['teamwork', 'adaptability', 'collaboration', 'communication']","['sql', 'rest api', 'java']",['sql']
"education: bachelor's in computer science experience: 2 years skills: scikit-learn, azure, rust, problem solving, python, rest api, sql, encryption",python developer,bachelor's in computer science,technology,bachelor's in computer science,"['teamwork', 'communication']","['teamwork', 'critical thinking', 'communication']","['sql', 'rest api', 'python']","['sql', 'rest api', 'python']"
"education: bachelor's in computer science experience: 3 years skills: html, php, vue.js, ui/ux design, javascript, statistics, react, kubernetes",frontend developer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'communication']","['teamwork', 'adaptability', 'critical thinking', 'communication']","['javascript', 'react', 'php']","['javascript', 'react']"
"education: bachelor's in computer science experience: 3 years skills: cassandra, data warehousing, etl, python, docker, spark, hadoop, project management",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'problem solving', 'communication']","['problem solving', 'teamwork', 'collaboration', 'communication']","['sql', 'python', 'docker']","['sql', 'python']"
"education: diploma in it experience: 4 years skills: agile, git, p&l management, react, html/css, javascript, database, node.js",full stack developer,diploma in information technology,technology,bachelor's in computer science,"['teamwork', 'problem solving']","['teamwork', 'adaptability', 'critical thinking']","['sql', 'javascript', 'node.js', 'react']","['javascript', 'node.js', 'react']"
"education: bachelor's in computer science experience: 2 years skills: sql, maven, rest api, spring boot, django, docker, microservices, firewalls",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'critical thinking', 'problem solving']","['critical thinking', 'collaboration', 'communication']","['sql', 'rest api', 'docker', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: it certification experience: 1 years skills: statistics, time management, database optimization, security, oracle, mongodb, linux, wireframing",database administrator,information technology certification,technology,bachelor's in information technology,"['communication', 'adaptability', 'critical thinking']","['adaptability', 'critical thinking']","['sql', 'linux']","['sql', 'linux']"
"education: bachelor's in computer science experience: 1 years skills: rest api, xml, java, time management, android sdk, flutter, mobile design, kotlin",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'collaboration']","['problem solving', 'critical thinking', 'collaboration']","['rest api', 'java']","['rest api', 'java']"
"education: it certification experience: 3 years skills: backup recovery, database optimization, critical thinking, mongodb, presentation skills, security, linux, sql",database administrator,information technology certification,technology,bachelor's in information technology,"['teamwork', 'problem solving']","['problem solving', 'teamwork', 'adaptability']","['sql', 'linux']","['sql', 'linux']"
"education: networking certification experience: 3 years skills: prototyping, cisco, flask, security, networking, configuration, tcp/ip, swift",network engineer,networking certification,technology,bachelor's in information technology,"['adaptability', 'teamwork', 'critical thinking']","['teamwork', 'communication']","['javascript', 'networking']",['networking']
"education: bachelor's in computer science experience: 5 years skills: kotlin, java, rest api, android sdk, mobile design, xml, problem solving, azure",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'problem solving']","['adaptability', 'collaboration', 'communication']","['rest api', 'java']","['rest api', 'java']"
"education: bachelor's in computer science experience: 3 years skills: ci/cd, mobile design, communication, typescript, objective-c, xcode, rest api, swift",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'communication']","['problem solving', 'critical thinking', 'communication']",['rest api'],['rest api']
"education: bachelor's in it experience: 4 years skills: numpy, api testing, manual testing, selenium, sql, adobe creative suite, flask, bug tracking",qa engineer,bachelor's in information technology,technology,bachelor's in information technology,"['collaboration', 'problem solving', 'critical thinking']","['teamwork', 'critical thinking', 'collaboration']",['sql'],['sql']
"education: bachelor's in computer science experience: 1 years skills: documentation, mobile design, xml, java, flask, creativity, market research, android sdk",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'adaptability']","['problem solving', 'adaptability']","['rest api', 'java']","['rest api', 'java']"
"education: bachelor's in computer science experience: 2 years skills: android, html/css, p&l management, symfony, php, power bi, api development, flask",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'collaboration']","['problem solving', 'adaptability', 'collaboration']","['python', 'mysql', 'php']","['mysql', 'php']"
"education: bachelor's in computer science experience: 3 years skills: maven, negotiation, scrum, network security, spring boot, microservices, sql, java",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'critical thinking', 'communication']","['adaptability', 'communication']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: bachelor's in computer science experience: 4 years skills: sql, java, database design, api development, react, ci/cd, microservices, seo",backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'critical thinking', 'problem solving']","['problem solving', 'adaptability', 'critical thinking', 'communication']","['sql', 'python', 'node.js', 'microservices', 'react', 'java']","['sql', 'python', 'node.js', 'java']"
"education: security certification experience: 5 years skills: security architecture, networking, confluence, project management, compliance, linux, encryption, risk management",security engineer,security certification,technology,bachelor's in computer science,"['collaboration', 'adaptability', 'communication']","['adaptability', 'critical thinking', 'collaboration', 'communication']","['linux', 'networking']","['linux', 'networking']"
"education: bachelor's in computer science experience: 7 years skills: nosql, power bi, gcp, security, system design, azure, mentoring, c#",cloud architect,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'communication', 'adaptability']","['teamwork', 'collaboration', 'communication']",['networking'],['networking']
"education: bachelor's in computer science experience: 2 years skills: php, symfony, database design, api development, laravel, firewalls, encryption, html/css",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'teamwork']","['teamwork', 'communication']","['mysql', 'php']","['mysql', 'php']"
"education: bachelor's in computer science experience: 4 years skills: mobile design, objective-c, swift, rest api, php, ios sdk, xcode, budget management",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'collaboration', 'teamwork']","['problem solving', 'critical thinking', 'collaboration']","['rest api', 'php']",['rest api']
"education: master's in data science experience: 3 years skills: confluence, kotlin, python, statistics, tensorflow, web accessibility, data analysis, sql",data scientist,master's in data science,technology,bachelor's in mathematics,['data analysis'],['data analysis'],"['sql', 'python', 'tensorflow']","['sql', 'python', 'tensorflow']"
"education: bachelor's in computer science experience: 1 years skills: react, api integration, javascript, html, creativity, redux, oracle, css",react developer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'adaptability', 'collaboration']","['adaptability', 'critical thinking', 'collaboration']","['javascript', 'react']","['javascript', 'react']"
"education: it certification experience: 6 years skills: aws, ci/cd, linux, c++, risk assessment, docker, time management, scripting",devops engineer,information technology certification,technology,bachelor's in computer science,"['collaboration', 'adaptability', 'teamwork']","['problem solving', 'teamwork', 'collaboration']","['linux', 'docker']","['linux', 'docker']"
"education: bachelor's in it experience: 3 years skills: oracle, network security, security, active directory, java, penetration testing, tableau, networking",systems administrator,bachelor's in information technology,technology,bachelor's in information technology,"['problem solving', 'critical thinking', 'collaboration']","['teamwork', 'collaboration', 'communication']","['linux', 'networking', 'java']","['linux', 'networking']"
"education: bachelor's in it experience: 3 years skills: jupyter, routing, security, configuration, marketing, tcp/ip, cisco, networking",network engineer,bachelor's in information technology,technology,bachelor's in information technology,"['problem solving', 'critical thinking']","['problem solving', 'adaptability', 'critical thinking']",['networking'],['networking']
"education: master's in data science experience: 2 years skills: statistics, data analysis, machine learning, adobe creative suite, tensorflow, python, power bi, sql",data scientist,master's in data science,technology,bachelor's in mathematics,['data analysis'],['data analysis'],"['sql', 'python', 'tensorflow']","['sql', 'python', 'tensorflow']"
"education: bootcamp experience: 0 years skills: javascript, react, html, user experience, query optimization, api integration, redux, critical thinking",react developer,bootcamp,technology,bachelor's in computer science,"['communication', 'problem solving', 'teamwork']","['problem solving', 'teamwork', 'critical thinking', 'communication']","['javascript', 'react']","['javascript', 'react']"
"education: security certification experience: 3 years skills: encryption, p&l management, python, seo, security protocols, risk analysis, rest api, firewalls",cybersecurity specialist,security certification,technology,bachelor's in cybersecurity,['risk analysis'],['risk analysis'],"['rest api', 'python', 'networking']",['networking']
"education: bachelor's in computer science experience: 3 years skills: jira, etl, data warehousing, python, spark, hadoop, sql, sales",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'adaptability']","['teamwork', 'adaptability', 'collaboration', 'communication']","['sql', 'python']","['sql', 'python']"
"education: bachelor's in computer science experience: 3 years skills: angular, spring boot, budget management, critical thinking, rest api, sql, microservices, maven",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'teamwork', 'collaboration']","['teamwork', 'critical thinking', 'collaboration', 'communication']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: it certification experience: 3 years skills: linux, troubleshooting, security, node.js, teamwork, rest api, networking, active directory",systems administrator,information technology certification,technology,bachelor's in information technology,"['communication', 'collaboration']","['teamwork', 'collaboration', 'communication']","['rest api', 'linux', 'networking', 'node.js']","['linux', 'networking']"
"education: bootcamp experience: 1 years skills: javascript, problem solving, redux, css, react, adaptability, html, api integration",react developer,bootcamp,technology,bachelor's in computer science,"['collaboration', 'adaptability']","['teamwork', 'collaboration']","['javascript', 'react']","['javascript', 'react']"
"education: it certification experience: 4 years skills: ci/cd, database design, linux, database optimization, pytorch, docker, backup recovery, sql",database administrator,information technology certification,technology,bachelor's in information technology,"['collaboration', 'adaptability', 'teamwork']","['collaboration', 'communication']","['sql', 'linux', 'docker']","['sql', 'linux']"
"education: bachelor's in computer science experience: 3 years skills: git, software design, problem solving, html, microservices, java, python, rest api",software engineer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'communication']","['teamwork', 'collaboration', 'communication']","['rest api', 'python', 'microservices', 'java']","['python', 'java']"
"education: bachelor's in computer science experience: 0 years skills: react, sql, flask, python, graphql, angular, rest api, django",python developer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'teamwork', 'communication']","['critical thinking', 'collaboration', 'communication']","['sql', 'rest api', 'python', 'react']","['sql', 'rest api', 'python']"
"education: cloud certification experience: 8 years skills: java, gcp, critical thinking, security, statistics, networking, aws, system design",cloud architect,cloud certification,technology,bachelor's in computer science,"['collaboration', 'critical thinking']","['problem solving', 'critical thinking']","['networking', 'java']",['networking']
"education: it certification experience: 5 years skills: backup recovery, sql, linux, security, mongodb, graphic design, database optimization, jupyter",database administrator,information technology certification,technology,bachelor's in information technology,"['adaptability', 'problem solving']","['problem solving', 'adaptability', 'communication']","['sql', 'linux']","['sql', 'linux']"
"education: bachelor's in computer science experience: 4 years skills: database, serverless, query optimization, git, node.js, javascript, html/css, mongodb",full stack developer,bachelor's in computer science,technology,bachelor's in computer science,['business acumen'],"['problem solving', 'business acumen']","['javascript', 'node.js', 'react']","['javascript', 'node.js', 'react']"
"education: bachelor's in computer science experience: 5 years skills: etl, firewalls, hadoop, business acumen, redis, data warehousing, sql, spark",data engineer,bachelor's in computer science,technology,bachelor's in computer science,['business acumen'],"['business acumen', 'critical thinking', 'collaboration']","['sql', 'python']","['sql', 'python']"
"education: bachelor's in computer science experience: 3 years skills: java, maven, perl, ruby, spring boot, confluence, microservices, rest api",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'collaboration']","['teamwork', 'collaboration']","['rest api', 'sql', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: master's in data science experience: 5 years skills: statistics, data analysis, python, sql, agile, machine learning, tensorflow, communication",data scientist,master's in data science,technology,bachelor's in mathematics,['data analysis'],['data analysis'],"['sql', 'python', 'tensorflow', 'microservices']","['sql', 'python', 'tensorflow']"
"education: bachelor's in it experience: 4 years skills: mongodb, graphic design, security, database optimization, c++, sql, backup recovery, linux",database administrator,bachelor's in information technology,technology,bachelor's in information technology,"['communication', 'teamwork', 'collaboration']","['problem solving', 'collaboration']","['sql', 'linux']","['sql', 'linux']"
"education: diploma in it experience: 0 years skills: vue.js, javascript, ui/ux design, react, python, power bi, gcp, java",frontend developer,diploma in information technology,technology,bachelor's in computer science,"['collaboration', 'critical thinking']","['teamwork', 'critical thinking', 'communication']","['python', 'javascript', 'react', 'java']","['javascript', 'react']"
"education: diploma in it experience: 3 years skills: query optimization, nosql, android, css, react, html, ui/ux design, javascript",frontend developer,diploma in information technology,technology,bachelor's in computer science,"['communication', 'collaboration']","['collaboration', 'communication']","['javascript', 'react']","['javascript', 'react']"
"education: bachelor's in computer science experience: 0 years skills: rest api, sales, python, django, sql, problem solving, tensorflow, flask",python developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'communication', 'critical thinking']","['problem solving', 'teamwork', 'critical thinking']","['sql', 'rest api', 'python', 'tensorflow']","['sql', 'rest api', 'python']"
"education: bachelor's in computer science experience: 1 years skills: docker, javascript, css, ui/ux design, react, postgresql, vue.js, azure",frontend developer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'teamwork']","['adaptability', 'critical thinking', 'collaboration']","['javascript', 'docker', 'mysql', 'react']","['javascript', 'react']"
"education: bachelor's in computer science experience: 2 years skills: rest api, mobile design, c++, swift, figma, objective-c, ios sdk, xcode",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'critical thinking']","['teamwork', 'adaptability']",['rest api'],['rest api']
"education: bachelor's in computer science experience: 2 years skills: financial analysis, data warehousing, spark, python, market research, wireframing, r, etl",data engineer,bachelor's in computer science,technology,bachelor's in computer science,['financial analysis'],"['financial analysis', 'critical thinking', 'communication']","['sql', 'python']","['sql', 'python']"
"education: bootcamp experience: 0 years skills: react, oracle, cloudformation, api integration, html, javascript, mobile ui/ux, css",react developer,bootcamp,technology,bachelor's in computer science,"['communication', 'adaptability']","['adaptability', 'critical thinking', 'collaboration', 'communication']","['python', 'javascript', 'react']","['javascript', 'react']"
"education: bachelor's in computer science experience: 1 years skills: java, maven, spring boot, microservices, flask, sql, aws, database design",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'collaboration', 'problem solving']","['adaptability', 'critical thinking', 'collaboration', 'communication']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: bachelor's in computer science experience: 4 years skills: spring boot, maven, microservices, sql, business acumen, java, power bi, tableau",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,['business acumen'],"['business acumen', 'teamwork', 'adaptability']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: diploma in it experience: 5 years skills: typescript, html/css, database, jupyter, jira, node.js, p&l management, javascript",full stack developer,diploma in information technology,technology,bachelor's in computer science,"['teamwork', 'adaptability']","['teamwork', 'adaptability', 'communication']","['javascript', 'node.js', 'react']","['javascript', 'node.js', 'react']"
"education: diploma in it experience: 1 years skills: vue.js, market research, graphic design, react, seo, css, html, javascript",frontend developer,diploma in information technology,technology,bachelor's in computer science,['business acumen'],"['business acumen', 'adaptability', 'collaboration']","['javascript', 'react']","['javascript', 'react']"
"education: bachelor's in computer science experience: 4 years skills: java, sql, database design, time management, javascript, docker, python, risk assessment",backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'collaboration', 'communication']","['adaptability', 'critical thinking', 'communication']","['sql', 'python', 'javascript', 'docker', 'node.js', 'java']","['sql', 'python', 'node.js', 'java']"
